time,ax,ay,az,aT
44.0130,0.1368,2.9485,2.3816,3.793
44.0130,1.0414,1.9354,2.6890,3.473
44.0130,2.0021,0.6992,3.1639,3.809
44.0140,2.9472,-0.6838,3.8222,4.875
44.0140,3.9298,-2.0876,4.6173,6.413
44.0140,4.7853,-3.3186,5.5404,8.038
44.0140,5.4188,-4.2869,6.3057,9.354
44.0190,5.8899,-5.0668,6.6324,10.215
44.0240,6.3392,-5.7491,6.7053,10.872
44.0290,6.7368,-6.1617,6.8520,11.415
44.0340,6.8690,-6.1680,6.7503,11.437
44.0380,6.4774,-5.5050,6.2674,10.561
44.0420,5.6272,-4.2366,5.4103,8.882
44.0490,4.7977,-2.8959,4.4072,7.129
44.0530,4.1759,-1.8944,3.5710,5.812
44.0570,3.7772,-1.1753,2.9968,4.963
44.0620,3.1235,-0.4725,1.9778,3.727
44.0680,2.3293,0.4618,0.7917,2.503
44.0720,1.7885,1.3470,0.1868,2.247
44.0770,1.4812,1.9656,0.0781,2.462
44.0820,1.1682,2.3275,0.1714,2.610
44.0870,0.8380,2.6361,0.3197,2.785
44.0900,0.5896,2.7676,0.3345,2.849
44.0950,0.3852,2.7029,0.2603,2.743
44.1340,0.1347,2.6025,0.1794,2.612
44.1340,-0.2110,2.4715,0.1767,2.487
44.1340,-0.4952,2.2886,0.2341,2.353
44.1350,-0.6928,2.1022,0.2994,2.234
44.1350,-0.8886,1.9652,0.3719,2.189
44.1350,-1.0581,1.7248,0.4925,2.083
44.1350,-1.1166,1.3218,0.6384,1.844
44.1360,-1.1216,0.8686,0.7999,1.629
44.1400,-0.9482,0.3155,1.0567,1.454
44.1430,-0.7164,-0.2373,1.2798,1.486
44.1490,-0.5127,-0.7947,1.4788,1.755
44.1570,-0.4591,-1.1607,1.6469,2.066
44.1580,-0.4771,-1.4529,1.7405,2.317
44.1610,-0.4804,-1.7191,1.8404,2.564
44.1690,-0.5796,-1.8470,1.9196,2.726
44.1710,-0.7508,-1.9158,1.9581,2.840
44.1750,-0.9078,-1.8726,2.0242,2.903
44.1800,-1.0795,-1.6674,2.0956,2.887
44.2150,-1.2798,-1.3861,2.1595,2.868
44.2150,-1.5231,-1.0382,2.2607,2.917
44.2160,-1.7582,-0.6591,2.3479,3.006
44.2160,-1.9684,-0.2774,2.2941,3.036
44.2160,-2.1847,0.1382,2.2945,3.171
44.2160,-2.3778,0.5691,2.4057,3.430
44.2160,-2.5121,0.9841,2.5576,3.718
44.2200,-2.5561,1.2592,2.7377,3.951
44.2250,-2.5675,1.4903,2.9266,4.169
44.2290,-2.5817,1.6585,3.1698,4.412
44.2340,-2.4698,1.7183,3.4314,4.564
44.2400,-2.2843,1.7009,3.4391,4.465
44.2420,-2.2073,1.6826,3.1965,4.233
44.2470,-2.2292,1.5965,2.9924,4.059
44.2510,-2.1562,1.4257,2.8487,3.847
44.2560,-2.0364,1.2732,2.8222,3.706
44.2610,-1.8652,1.1316,2.8713,3.606
44.2670,-1.6525,0.9792,2.9244,3.499
44.2730,-1.4844,0.8541,2.9397,3.402
44.2760,-1.4042,0.7203,2.9754,3.368
44.2800,-1.3230,0.6326,3.0426,3.378
44.2870,-1.2911,0.5716,3.0012,3.317
44.2910,-1.2891,0.5324,2.9114,3.228
44.2950,-1.1900,0.4481,2.7371,3.018
44.3000,-1.0301,0.2345,2.4376,2.657
44.3070,-0.8675,0.0372,2.1247,2.295
44.3100,-0.7265,-0.0701,1.8790,2.016
44.3140,-0.5811,-0.1715,1.7237,1.827
44.3430,-0.4390,-0.2196,1.5506,1.626
44.3440,-0.2839,-0.2409,1.4123,1.461
44.3440,-0.2570,-0.2356,1.2249,1.274
44.3440,-0.2509,-0.2588,1.0119,1.074
44.3450,-0.2438,-0.3105,0.7606,0.857
44.3450,-0.3482,-0.3188,0.4709,0.667
44.3470,-0.3725,-0.3626,0.1728,0.548
44.3560,-0.3647,-0.4391,-0.0480,0.573
44.3580,-0.3752,-0.5103,-0.2615,0.685
44.3620,-0.4161,-0.6144,-0.4345,0.860
44.3670,-0.4396,-0.7821,-0.6562,1.112
44.3720,-0.4698,-0.9442,-0.8652,1.364
44.3760,-0.5306,-1.0692,-1.0383,1.582
44.3800,-0.5860,-1.2073,-1.2382,1.826
44.3860,-0.6552,-1.3490,-1.5084,2.127
44.3910,-0.6663,-1.5107,-1.8027,2.445
44.3950,-0.7031,-1.6447,-2.1467,2.794
44.3990,-0.7866,-1.7580,-2.6336,3.263
44.4380,-0.8564,-1.8842,-3.3447,3.933
44.4390,-0.9568,-1.9563,-4.1269,4.666
44.4390,-1.0292,-1.9892,-4.8983,5.386
44.4400,-1.1296,-2.0166,-5.6060,6.064
44.4400,-1.1012,-1.9598,-6.0269,6.433
44.4400,-1.1683,-1.9583,-6.1447,6.554
44.4400,-1.2563,-1.9783,-6.0958,6.531
44.4410,-1.3291,-1.9650,-5.9389,6.395
44.4440,-1.3437,-2.0583,-5.7071,6.214
44.4490,-1.3170,-2.1335,-5.6193,6.153
44.4530,-1.3264,-2.2473,-5.7275,6.294
44.4580,-1.3105,-2.4152,-6.3917,6.957
44.4610,-1.2507,-2.6009,-7.5201,8.055
44.4660,-1.1526,-2.9271,-9.2559,9.776
44.4700,-0.8885,-3.3252,-10.9898,11.516
44.4760,-0.5431,-3.7836,-11.4360,12.058
44.4800,-0.2794,-4.1348,-10.3809,11.178
44.4870,-0.1629,-4.2593,-8.4183,9.436
44.4900,-0.2310,-4.1628,-6.4055,7.643
44.4940,-0.5229,-3.9623,-5.0413,6.433
44.4990,-0.9726,-3.7983,-4.3471,5.854
44.5370,-1.4254,-3.5811,-4.0758,5.610
44.5380,-1.7127,-3.4194,-4.0988,5.606
44.5380,-2.0949,-3.3427,-4.2022,5.764
44.5380,-2.1204,-3.3325,-4.2726,5.819
44.5380,-2.0563,-3.3443,-4.3487,5.859
44.5380,-1.9840,-3.2521,-4.4181,5.834
44.5390,-1.8540,-3.0616,-4.4279,5.694
44.5390,-1.6461,-2.6156,-4.2941,5.291
44.5420,-1.3950,-2.1033,-4.0947,4.810
44.5470,-1.1258,-1.7228,-3.9755,4.477
44.5510,-0.8243,-1.6591,-4.1218,4.519
44.5570,-0.5052,-1.7938,-4.6708,5.029
44.5610,0.1587,-2.2138,-5.7785,6.190
44.5650,0.9433,-2.8441,-7.1822,7.782
44.5710,1.6168,-3.5377,-8.1923,9.069
44.5750,2.0426,-4.2269,-8.3048,9.540
44.5800,2.1153,-4.6413,-7.8305,9.345
44.5880,1.7556,-4.6210,-7.0908,8.644
44.5900,1.2522,-4.3799,-6.3763,7.836
44.5940,0.5865,-4.1818,-5.5815,6.999
44.5980,-0.2601,-4.1373,-4.7139,6.277
44.6360,-0.9610,-4.1327,-3.6532,5.599
44.6370,-1.5649,-4.1756,-2.3176,5.026
44.6370,-2.2089,-4.1908,-1.1171,4.867
44.6370,-2.6667,-4.1639,-0.0949,4.946
44.6380,-2.9537,-4.1841,0.7179,5.172
44.6380,-2.9451,-4.2391,1.1321,5.284
44.6380,-2.7364,-4.3315,1.3894,5.308
44.6380,-2.3591,-4.3806,1.4659,5.187
44.6420,-1.8663,-4.3818,1.5708,5.015
44.6470,-1.2500,-4.4314,1.7644,4.931
44.6510,-0.4873,-4.5916,2.0723,5.061
44.6570,0.3936,-4.8700,2.5121,5.494
44.6620,1.4248,-5.1996,3.0943,6.216
44.6660,2.4829,-5.5067,3.6044,7.034
44.6690,3.5845,-5.8656,4.1037,8.006
44.6740,4.5680,-6.1954,4.7064,9.022
44.6780,5.3696,-6.4410,5.1819,9.858
44.6870,6.2735,-6.5735,5.7947,10.777
44.6890,7.0414,-6.4756,6.6684,11.661
44.6930,7.3747,-6.0561,7.9873,12.444
44.6980,7.5475,-5.4147,9.2753,13.127
44.7350,7.3341,-4.4929,9.7625,13.011
44.7350,6.7081,-3.3998,9.9679,12.487
44.7350,5.8394,-2.0958,9.7425,11.550
44.7360,4.8881,-0.6257,8.4332,9.767
44.7360,4.1971,0.5639,6.9910,8.174
44.7360,3.5408,1.6268,5.4890,6.732
44.7370,3.0432,2.5484,4.2466,5.813
44.7370,2.6925,3.1492,2.9164,5.067
44.7410,2.0420,3.2426,-0.1265,3.834
44.7460,1.4634,2.9380,-2.8737,4.363
44.7510,0.7936,2.7674,-4.2854,5.163
44.7560,0.1474,2.7251,-4.3387,5.126
44.7600,-0.1616,2.6786,-3.6470,4.528
44.7640,-0.4288,2.7135,-2.2488,3.550
44.7690,-0.5694,2.6935,-1.3150,3.051
44.7730,-0.8803,2.5393,-0.8124,2.808
44.7780,-1.1696,2.3580,-0.1600,2.637
44.7830,-1.3012,2.1804,0.7226,2.640
44.7910,-1.1108,1.8913,1.8695,2.882
44.7930,-0.9458,1.5913,2.8581,3.405
44.7970,-0.8966,1.4659,3.6769,4.059
44.8040,-0.8893,1.6205,4.7218,5.071
44.8090,-1.0397,1.8161,5.8062,6.172
44.8120,-1.1888,1.9221,6.6438,7.018
44.8160,-1.1940,1.9979,7.2173,7.583
44.8550,-1.4186,2.1776,7.7473,8.172
44.8560,-1.4411,2.2285,7.9722,8.402
44.8560,-1.6396,2.2259,7.8750,8.346
44.8560,-1.8305,2.2306,7.6816,8.206
44.8560,-1.9025,2.2887,7.5097,8.078
44.8570,-2.0482,2.3309,7.3024,7.934
44.8570,-2.1804,2.3608,7.0181,7.719
44.8570,-2.1237,2.2468,6.5345,7.229
44.8590,-1.8731,2.0372,5.6841,6.322
44.8650,-1.4289,1.9684,4.8035,5.384
44.8700,-0.9310,2.0017,4.5544,5.061
44.8750,-0.4413,2.1484,4.8468,5.320
44.8800,0.0226,2.3817,5.3673,5.872
44.8820,0.3946,2.7060,5.9329,6.533
44.8870,0.5998,3.1156,6.4410,7.180
44.8920,0.6410,3.5411,6.8589,7.746
44.8970,0.5204,4.0443,7.1387,8.221
44.9060,0.2627,4.5704,7.2379,8.564
44.9070,0.0445,5.0193,7.1917,8.770
44.9120,-0.1087,5.3077,7.0112,8.794
44.9160,-0.1816,5.4264,6.7863,8.691
44.9590,-0.1904,5.4068,6.4933,8.452
44.9600,-0.0802,5.1916,6.0781,7.994
44.9600,0.1627,4.8431,5.5998,7.405
44.9600,0.4656,4.3971,4.9315,6.623
44.9600,0.7075,3.8720,4.0875,5.675
44.9610,0.9424,3.2776,3.0621,4.583
44.9610,1.0612,2.6203,1.8812,3.396
44.9610,1.0484,1.9169,0.5078,2.243
44.9610,0.8981,1.1883,-0.9936,1.790
44.9640,0.7315,0.4296,-2.5687,2.705
44.9690,0.5385,-0.3378,-4.3063,4.353
44.9750,0.3586,-1.0481,-5.9903,6.092
44.9800,0.1773,-1.6512,-7.5891,7.769
44.9830,-0.1227,-2.1628,-9.2458,9.496
44.9890,-0.5148,-2.6503,-10.7181,11.053
44.9930,-0.8487,-3.1120,-11.7174,12.153
44.9970,-1.2772,-3.4359,-12.4151,12.945
45.0370,-1.7182,-3.7849,-12.9053,13.558
45.0380,-2.2035,-4.1614,-13.4648,14.264
45.0380,-2.7032,-4.5008,-13.7957,14.761
45.0380,-3.1196,-4.6713,-13.6760,14.785
45.0380,-3.2191,-4.5334,-12.7836,13.940
45.0390,-2.8912,-4.2821,-11.1753,12.312
45.0390,-1.8930,-4.1357,-8.9126,10.006
45.0400,-0.3784,-4.1123,-6.3897,7.608
45.0400,1.3124,-4.0034,-3.8698,5.721
45.0450,2.7946,-3.6734,-1.5174,4.859
45.0500,3.5184,-3.0201,0.3668,4.651
45.0540,3.7748,-2.2210,1.4962,4.628
45.0610,3.6016,-1.1496,1.7875,4.182
45.0630,2.9797,0.1771,1.5786,3.377
45.0670,2.1667,1.6160,1.0736,2.908
45.0720,1.3292,2.9838,0.5000,3.305
45.0770,0.4992,4.1950,-0.0401,4.225
45.0810,-0.3134,5.2309,-0.4074,5.256
45.0880,-1.0577,5.9842,-0.5972,6.106
45.0920,-1.4421,6.2330,-0.5230,6.419
45.0960,-1.3743,5.8267,-0.0837,5.987
45.1010,-0.9446,4.8301,0.7529,4.979
45.1290,-0.1439,3.3648,1.8997,3.867
45.1300,1.1165,1.5600,3.2515,3.775
45.1300,2.5476,-0.3932,4.7092,5.369
45.1300,3.9164,-2.2325,5.9166,7.438
45.1300,5.1944,-3.9009,6.8629,9.450
45.1310,6.2602,-5.3874,7.5973,11.222
45.1340,7.1127,-6.7186,8.1509,12.734
45.1410,7.7816,-7.7705,8.3165,13.788
45.1460,8.4142,-8.5502,8.2458,14.557
45.1500,8.8393,-8.9834,8.0781,14.970
45.1540,8.7193,-8.7257,7.5419,14.458
45.1580,7.4602,-7.3176,6.0826,12.091
45.1630,5.3605,-5.6694,-0.1078,7.803
45.1700,2.9519,-4.8253,-6.8146,8.856
45.1730,1.8203,-2.2573,-3.6558,4.666
45.1780,1.3904,-0.2242,-0.7271,1.585
45.1820,1.1211,1.2139,1.3204,2.115
45.1870,0.9098,2.2215,2.5267,3.485
45.1930,0.7846,3.0116,2.7931,4.182
45.1960,0.6128,3.6100,2.5044,4.436
45.2010,0.4754,4.1196,1.8883,4.557
45.2060,0.1752,4.5424,1.1744,4.695
45.2110,-0.1848,4.7833,0.4524,4.808
45.2150,-0.2195,4.8212,0.2448,4.832
45.2560,-0.1093,4.4910,0.4768,4.518
45.2560,0.1162,3.9268,0.7277,3.995
45.2570,0.3036,3.2288,0.8461,3.352
45.2570,0.3482,2.5835,0.7209,2.705
45.2570,0.2413,2.0554,0.6454,2.168
45.2570,0.1142,1.5974,0.5759,1.702
45.2580,0.0756,1.0520,0.5702,1.199
45.2580,0.1295,0.4440,0.6916,0.832
45.2590,0.2385,-0.1210,0.7823,0.827
45.2630,0.3748,-0.6331,0.9056,1.167
45.2680,0.4695,-1.0205,1.0761,1.556
45.2730,0.4440,-1.3166,1.2126,1.844
45.2770,0.3707,-1.4879,1.3556,2.047
45.2830,0.2205,-1.5919,1.4544,2.168
45.2890,0.1130,-1.6263,1.4913,2.209
45.2910,-0.0672,-1.5675,1.5610,2.213
45.2990,-0.2800,-1.4681,1.6594,2.233
45.3000,-0.5664,-1.2783,1.7351,2.228
45.3360,-0.8312,-1.0317,1.8064,2.240
45.3370,-1.1222,-0.7185,1.9221,2.339
45.3370,-1.4106,-0.3722,2.0072,2.481
45.3370,-1.6484,-0.0356,2.0346,2.619
45.3380,-1.8235,0.2892,2.0587,2.765
45.3380,-1.8978,0.5520,2.0314,2.834
45.3380,-1.9982,0.7888,2.0384,2.961
45.3390,-2.1751,1.0114,2.0773,3.173
45.3440,-2.2751,1.1843,2.1000,3.315
45.3490,-2.4034,1.2884,2.1162,3.452
45.3530,-2.4783,1.3263,2.1115,3.516
45.3600,-2.4783,1.2289,2.1362,3.495
45.3630,-2.4035,1.0777,2.0873,3.361
45.3660,-2.3207,0.9443,1.9774,3.192
45.3710,-2.3017,0.7762,1.9230,3.098
45.3760,-2.3128,0.6022,2.0625,3.157
45.3800,-2.2748,0.4750,2.2708,3.249
45.3860,-2.2473,0.4138,2.5024,3.389
45.3910,-2.2349,0.3780,2.6298,3.472
45.3950,-2.2374,0.3461,2.7096,3.531
45.4000,-2.1738,0.2606,2.7702,3.531
45.4360,-2.1515,0.2600,2.9238,3.639
45.4370,-2.2303,0.3225,2.9842,3.740
45.4370,-2.3021,0.4338,3.0185,3.821
45.4370,-2.2518,0.4599,2.8902,3.693
45.4370,-2.1157,0.3885,2.7259,3.472
45.4380,-1.9422,0.2744,2.5706,3.234
45.4380,-1.7535,0.1861,2.3379,2.928
45.4380,-1.5976,0.1689,2.0820,2.630
45.4440,-1.4652,0.1532,1.9248,2.424
45.4490,-1.2846,0.0718,1.7420,2.166
45.4530,-1.0728,0.0538,1.5360,1.874
45.4580,-0.8593,-0.0089,1.3518,1.602
45.4630,-0.7181,-0.0565,1.1597,1.365
45.4660,-0.5949,-0.1060,0.9280,1.107
45.4710,-0.4060,-0.2483,0.6845,0.834
45.4760,-0.2597,-0.5000,0.3906,0.686
45.4800,-0.1607,-0.7272,0.0965,0.751
45.4850,-0.1278,-0.8461,-0.2049,0.880
45.4920,-0.0965,-1.0143,-0.5144,1.141
45.4950,-0.0381,-1.0930,-0.7348,1.318
45.5000,0.0759,-1.2472,-0.9985,1.599
45.5400,0.1616,-1.3978,-1.3086,1.922
45.5400,0.2138,-1.4946,-1.5993,2.199
45.5410,0.1968,-1.5209,-1.8928,2.436
45.5410,0.1440,-1.5294,-2.0606,2.570
45.5410,0.1180,-1.5078,-2.2147,2.682
45.5410,-0.0104,-1.3799,-2.4402,2.803
45.5420,-0.1375,-1.2458,-2.7299,3.004
45.5420,-0.2720,-1.1483,-3.1281,3.343
45.5440,-0.3300,-1.1210,-3.5958,3.781
45.5490,-0.4063,-1.1757,-4.2845,4.461
45.5530,-0.5002,-1.1885,-5.0900,5.251
45.5590,-0.5792,-1.2001,-6.1100,6.254
45.5630,-0.6254,-1.2566,-7.1265,7.263
45.5650,-0.6183,-1.3844,-7.9165,8.060
45.5710,-0.5975,-1.5791,-7.8914,8.070
45.5750,-0.5609,-1.9100,-7.5162,7.775
45.5790,-0.5241,-2.3067,-7.0546,7.441
45.5840,-0.6028,-2.6158,-6.3925,6.933
45.5900,-0.7029,-2.9240,-5.8236,6.554
45.5950,-0.8711,-3.2615,-5.4974,6.451
45.5990,-1.0039,-3.5523,-5.3863,6.530
45.6060,-1.1721,-3.7647,-5.4208,6.703
45.6100,-1.4151,-3.9098,-5.7040,7.059
45.6150,-1.5647,-3.9815,-5.8328,7.233
45.6190,-1.5959,-3.9056,-5.7206,7.108
45.6590,-1.5601,-3.7015,-5.3412,6.683
45.6600,-1.5118,-3.5305,-5.0037,6.308
45.6600,-1.5810,-3.3792,-5.1927,6.394
45.6610,-1.6945,-3.2940,-5.5983,6.713
45.6610,-1.7176,-3.2208,-6.2313,7.222
45.6610,-1.6282,-3.2519,-6.7542,7.671
45.6610,-1.4985,-3.4573,-6.8113,7.784
45.6620,-1.3307,-3.7065,-6.3756,7.494
45.6620,-1.1408,-3.9425,-5.6717,7.001
45.6670,-0.8953,-4.0964,-5.1611,6.650
45.6710,-0.6259,-4.1755,-4.5582,6.213
45.6840,-0.3945,-4.1338,-4.2888,5.970
45.6860,-0.1596,-3.9393,-4.2571,5.802
45.6860,0.0972,-3.7775,-4.4444,5.834
45.6910,0.1817,-3.6711,-4.6132,5.898
45.6950,0.2060,-3.7127,-4.6747,5.973
45.6990,0.1960,-4.0068,-4.5981,6.102
45.7380,0.0126,-4.3238,-4.3204,6.112
45.7380,-0.2744,-4.5010,-3.9958,6.025
45.7380,-0.7041,-4.5415,-3.7265,5.917
45.7390,-1.1501,-4.4574,-3.6115,5.851
45.7390,-1.5240,-4.3589,-3.6423,5.881
45.7400,-1.7067,-4.2657,-3.6022,5.838
45.7400,-1.8843,-4.0848,-3.5536,5.733
45.7400,-2.1153,-3.8651,-3.5329,5.648
45.7420,-2.3919,-3.5490,-3.2953,5.401
45.7480,-2.6505,-3.1706,-2.8391,5.014
45.7520,-2.8684,-2.7680,-2.2602,4.582
45.7560,-2.9443,-2.3674,-1.6565,4.125
45.7640,-2.8303,-1.9529,-1.1275,3.619
45.7650,-2.5477,-1.5770,-0.6864,3.074
45.7690,-2.0740,-1.4032,-0.2870,2.521
45.7740,-1.5125,-1.4006,0.0669,2.062
45.7790,-0.8269,-1.5340,0.4220,1.793
45.7840,-0.0734,-1.8060,0.7451,1.955
45.7950,0.8520,-2.3172,1.1184,2.710
45.7950,1.9324,-2.9963,1.5319,3.881
45.7990,3.0659,-3.7049,1.9882,5.204
45.8360,4.3023,-4.4772,2.5661,6.719
45.8370,5.5325,-5.2204,3.2989,8.291
45.8370,6.5126,-5.7223,4.3126,9.683
45.8380,7.2879,-6.0356,5.3566,10.874
45.8380,8.0398,-6.1749,6.3431,11.958
45.8380,8.4218,-5.9965,7.4797,12.761
45.8380,8.4385,-5.5284,8.7363,13.345
45.8390,8.5680,-4.9321,9.4006,13.642
45.8430,8.5130,-3.8845,9.5035,13.337
45.8490,8.2390,-2.7028,9.0392,12.526
45.8520,7.4895,-1.4321,7.9468,11.013
45.8560,6.5555,-0.0908,6.4929,9.227
45.8610,5.6889,1.1472,5.4248,7.944
45.8650,4.9446,2.1529,4.6145,7.098
45.8700,4.2767,3.0105,3.8770,6.510
45.8750,3.5126,3.7294,2.6950,5.789
45.8800,2.5644,3.7764,-1.7208,4.878
45.8840,1.7204,3.0391,-6.0733,7.006
45.8910,0.7404,2.3574,-8.1284,8.496
45.8940,0.0752,1.9907,-7.4513,7.713
45.8980,-0.1331,1.8040,-5.0992,5.411
45.9030,-0.2858,1.5894,-2.7082,3.153
45.9370,-0.2583,1.5382,-0.5068,1.640
45.9370,-0.3003,1.4969,1.3935,2.067
45.9380,-0.5637,1.6046,2.8588,3.326
45.9380,-0.8217,1.8657,4.0361,4.522
45.9380,-1.0496,1.9584,5.0484,5.516
45.9380,-1.2171,2.1219,5.9808,6.462
45.9390,-1.4996,2.3542,6.3677,6.953
45.9410,-1.7997,2.5421,6.3213,7.047
45.9460,-1.9648,2.7097,6.2092,7.054
45.9520,-2.1931,2.7842,6.1063,7.060
45.9560,-2.4469,2.8020,6.0062,7.065
45.9620,-2.4852,2.7339,5.7633,6.846
45.9650,-2.5888,2.6068,5.4095,6.539
45.9700,-2.6353,2.3755,5.0693,6.188
45.9750,-2.6270,2.0721,4.6960,5.766
45.9810,-2.5998,1.7618,4.4808,5.472
45.9840,-2.5109,1.4521,4.4038,5.273
45.9910,-2.4677,1.2432,4.5621,5.334
45.9960,-2.2991,1.1163,4.8944,5.522
45.9980,-2.1245,1.1167,5.2485,5.771
46.0030,-1.8500,1.3370,5.5711,6.021
46.0360,-1.4811,1.6860,5.8670,6.282
46.0360,-1.1961,2.0381,6.1151,6.556
46.0370,-0.9741,2.3262,6.2796,6.767
46.0370,-0.7214,2.6381,6.3647,6.927
46.0370,-0.5732,2.9255,6.3768,7.039
46.0370,-0.5146,3.2600,6.3481,7.155
46.0380,-0.5902,3.6296,6.3078,7.301
46.0400,-0.7197,4.0082,6.2260,7.440
46.0450,-0.8763,4.3434,6.1123,7.549
46.0500,-1.0662,4.6189,5.9458,7.604
46.0550,-1.2200,4.7655,5.7577,7.573
46.0590,-1.3160,4.7738,5.5098,7.408
46.0640,-1.3281,4.6150,5.2075,7.084
46.0690,-1.2640,4.3467,4.8264,6.617
46.0730,-1.1554,3.9850,4.3337,6.000
46.0780,-1.0028,3.5803,3.7220,5.261
46.0820,-0.8285,3.1582,2.9608,4.408
46.0910,-0.6235,2.6444,2.0714,3.416
46.0930,-0.4074,2.0581,1.0678,2.354
46.0980,-0.2337,1.4420,-0.1073,1.465
46.1020,-0.0386,0.7149,-1.3832,1.557
46.1370,0.1599,-0.0879,-2.8339,2.840
46.1370,0.2916,-0.8660,-4.5101,4.602
46.1380,0.4439,-1.6639,-6.4556,6.681
46.1380,0.5188,-2.4082,-8.7917,9.130
46.1380,0.5306,-3.0168,-11.0706,11.487
46.1380,0.4649,-3.5289,-12.5999,13.093
46.1390,0.2547,-3.6839,-13.0381,13.551
46.1460,-0.1588,-3.5604,-12.5884,13.083
46.1480,-0.6910,-3.1523,-11.5877,12.029
46.1510,-1.2762,-2.6617,-10.1889,10.608
46.1550,-1.6680,-2.2950,-8.7322,9.182
46.1610,-1.7376,-2.1703,-7.5462,8.042
46.1640,-1.5514,-2.1657,-6.7692,7.274
46.1690,-1.0901,-2.2356,-6.0856,6.574
46.1740,-0.3503,-2.3118,-5.1979,5.700
46.1780,0.6228,-2.3802,-4.1293,4.807
46.1830,1.7191,-2.2525,-3.0470,4.161
46.1910,2.6330,-2.0657,-2.0093,3.903
46.1930,3.2343,-1.6912,-1.1467,3.826
46.1980,3.5040,-1.0718,-0.4951,3.698
46.2020,3.4072,-0.3818,0.0047,3.429
46.2350,3.1054,0.4388,0.2817,3.149
46.2360,2.6668,1.3595,0.3024,3.009
46.2360,2.1406,2.3043,0.1364,3.148
46.2370,1.5971,3.1707,-0.0077,3.550
46.2370,1.0252,3.9398,0.0167,4.071
46.2370,0.2696,4.6329,0.1178,4.642
46.2370,-0.4971,5.0396,0.3269,5.075
46.2410,-0.9147,4.9855,0.6798,5.114
46.2450,-0.7535,4.5213,1.2647,4.755
46.2500,0.0245,3.6567,2.1669,4.251
46.2550,1.0525,2.6020,3.4266,4.429
46.2600,1.9453,1.5752,4.6739,5.302
46.2630,2.9643,0.4283,5.8562,6.578
46.2680,4.1849,-0.9147,6.7861,8.025
46.2730,5.3423,-2.2411,7.2271,9.262
46.2770,6.3358,-3.3942,7.2853,10.234
46.2810,7.2257,-4.4533,7.2726,11.177
46.2860,8.0693,-5.5311,7.2675,12.187
46.2920,8.8836,-6.5176,7.2486,13.189
46.3040,9.5560,-7.2938,7.0902,13.957
46.3050,9.9482,-7.7259,6.7489,14.290
46.3370,9.8529,-7.5630,6.1980,13.881
46.3380,9.1321,-6.7029,5.1310,12.436
46.3380,7.9342,-5.7196,0.1042,9.781
46.3380,6.1318,-4.5158,-4.6147,8.904
46.3380,4.5758,-2.5311,-3.3471,6.209
46.3390,3.4629,-0.7349,-0.9979,3.678
46.3390,2.6573,0.6075,0.9802,2.897
46.3410,1.9747,1.6423,2.0656,3.296
46.3490,1.3264,2.4991,2.3243,3.662
46.3490,0.7897,3.1424,2.2315,3.934
46.3530,0.3245,3.5201,2.0359,4.079
46.3590,-0.0690,3.7116,1.8064,4.128
46.3640,-0.4834,3.7867,1.5740,4.129
46.3690,-0.8516,3.6621,1.3415,3.992
46.3740,-1.1424,3.5605,1.1260,3.905
46.3780,-1.3221,3.3051,0.9044,3.673
46.3820,-1.4915,2.9084,0.6115,3.325
46.3880,-1.6333,2.4687,0.4918,3.001
46.3930,-1.7116,2.0817,0.4613,2.734
46.3980,-1.7144,1.6354,0.4172,2.406
46.4010,-1.7176,1.2137,0.3813,2.137
46.4370,-1.6591,0.7784,0.4036,1.877
46.4370,-1.5772,0.2531,0.4769,1.667
46.4380,-1.4679,-0.3242,0.6204,1.626
46.4380,-1.3129,-0.8846,0.8623,1.803
46.4380,-1.2040,-1.3281,1.0654,2.085
46.4380,-1.1894,-1.7292,1.2288,2.432
46.4390,-1.1880,-2.0855,1.3892,2.773
46.4390,-1.1742,-2.3376,1.4548,2.993
46.4470,-1.2078,-2.4498,1.6059,3.169
46.4500,-1.1982,-2.4964,1.8037,3.305
46.4540,-1.1813,-2.4080,1.9794,3.333
46.4590,-1.3722,-2.1034,2.0958,3.271
46.4620,-1.6272,-1.6234,2.1928,3.177
46.4670,-1.7421,-1.1658,2.2811,3.098
46.4720,-1.8772,-0.6613,2.3494,3.079
46.4770,-2.0316,-0.1215,2.4758,3.205
46.4810,-2.1572,0.3463,2.6676,3.448
46.4860,-2.3992,0.8117,2.8388,3.804
46.4920,-2.6346,1.2588,2.9484,4.150
46.4960,-2.8077,1.6328,3.0062,4.426
46.5000,-2.8728,1.8339,2.8872,4.467
46.5130,-2.9593,1.9267,2.6441,4.411
46.5140,-3.0577,1.9066,2.4415,4.353
46.5150,-3.0415,1.8479,2.3913,4.288
46.5190,-2.9446,1.7385,2.5141,4.244
46.5460,-2.7459,1.5951,2.6517,4.137
46.5460,-2.5873,1.4056,2.7507,4.029
46.5470,-2.4763,1.2412,2.7825,3.926
46.5470,-2.4181,1.0827,2.7776,3.839
46.5470,-2.3861,0.9443,2.7671,3.774
46.5480,-2.3731,0.7566,2.6487,3.636
46.5540,-2.3718,0.5434,2.4886,3.481
46.5590,-2.3222,0.3286,2.3191,3.298
46.5670,-2.2816,0.1025,2.1515,3.138
46.5680,-2.2260,-0.1018,2.0112,3.002
46.5720,-2.1386,-0.3059,1.8263,2.829
46.5770,-2.0026,-0.4813,1.6950,2.667
