time,ax,ay,az,aT
41.4050,3.2448,-4.4005,4.2007,6.895
41.4050,4.1897,-4.7698,4.8603,7.995
41.4050,4.9582,-5.0665,5.3280,8.868
41.4060,5.6788,-5.3211,5.8414,9.731
41.4150,6.3398,-5.5740,6.5528,10.687
41.4160,6.9721,-5.6782,7.9083,11.975
41.4180,7.4546,-5.5209,9.4593,13.249
41.4220,7.5754,-5.1679,10.5313,13.964
41.4260,7.7614,-4.8528,10.5405,13.960
41.4310,7.7374,-3.9724,9.5577,12.923
41.4340,7.2652,-2.7204,8.1444,11.248
41.4380,6.5426,-1.4029,6.4508,9.294
41.4430,5.8503,-0.1484,4.9296,7.652
41.4480,4.8560,1.0404,2.6070,5.609
41.4530,3.8652,1.8026,-4.1660,5.962
41.4580,2.7475,1.8173,-8.4376,9.058
41.4630,1.4878,1.5284,-9.7917,10.021
41.4680,0.3606,1.3569,-9.6797,9.781
41.4720,-0.4355,1.3417,-7.3489,7.483
41.4790,-0.8117,1.2954,-4.3499,4.611
41.4830,-0.9458,1.3278,-1.5068,2.220
41.4870,-1.0202,1.4867,0.9389,2.033
41.4910,-0.9655,1.6043,3.0324,3.564
41.5340,-0.5981,1.7857,5.0302,5.371
41.5350,-0.4883,2.0624,6.5494,6.884
41.5350,-0.4614,2.3911,7.7261,8.101
41.5350,-0.7723,2.8187,8.1811,8.687
41.5360,-1.0604,3.2017,7.8988,8.589
41.5360,-1.5487,3.5536,7.4079,8.361
41.5360,-2.2020,3.7844,7.0372,8.288
41.5360,-2.9898,3.7641,6.9384,8.441
41.5370,-3.4523,3.7199,6.8916,8.559
41.5400,-3.6859,3.5762,6.7335,8.468
41.5470,-3.8016,3.3846,6.5087,8.263
41.5530,-3.8437,3.0496,6.3915,8.058
41.5550,-3.7057,2.7228,6.4061,7.886
41.5580,-3.5200,2.2729,6.4233,7.669
41.5640,-3.2513,1.7383,6.3954,7.382
41.5680,-3.0057,1.2340,6.3098,7.097
41.5710,-2.7095,0.7762,6.2201,6.829
41.5760,-2.3267,0.4914,6.0455,6.496
41.6130,-1.8023,0.5149,5.9215,6.211
41.6140,-1.3278,0.9772,5.8731,6.100
41.6140,-1.0252,1.5925,5.9420,6.237
41.6140,-0.8441,2.2216,6.0712,6.520
41.6140,-0.6669,2.7710,6.2758,6.893
41.6150,-0.4938,3.2240,6.4603,7.237
41.6150,-0.3550,3.6783,6.7260,7.674
41.6150,-0.3242,4.1054,6.9607,8.088
41.6200,-0.3740,4.5104,7.1599,8.470
41.6250,-0.4795,4.8718,7.2720,8.766
41.6290,-0.6395,5.1736,7.3422,9.005
41.6340,-0.7765,5.3993,7.3068,9.118
41.6380,-0.8398,5.5040,7.2107,9.110
41.6420,-0.8578,5.4854,7.0524,8.976
41.6470,-0.7921,5.3150,6.8531,8.709
41.6520,-0.7529,5.0504,6.5863,8.334
41.6560,-0.6419,4.7343,6.2551,7.871
41.6630,-0.4594,4.3313,5.7414,7.207
41.6660,-0.3257,3.9627,4.9288,6.333
41.6710,-0.1357,3.4423,3.8348,5.155
41.7130,0.0398,2.8130,2.2439,3.599
41.7140,0.2516,1.9571,0.3870,2.011
41.7140,0.5770,0.8128,-1.8770,2.125
41.7140,1.0322,-0.6550,-5.0606,5.206
41.7150,1.6707,-2.4808,-10.6769,11.088
41.7150,2.5101,-4.8842,-20.9370,21.645
41.7150,3.4330,-7.5425,-29.3825,30.529
41.7150,3.6950,-10.0451,-34.7821,36.392
41.7160,3.0428,-11.4207,-33.5418,35.563
41.7200,1.9747,-11.2533,-27.5164,29.794
41.7250,0.3911,-9.4744,-19.9780,22.114
41.7290,-0.8734,-7.2222,-13.0482,14.939
41.7340,-0.9050,-5.6399,-8.4719,10.218
41.7380,-0.1157,-4.8278,-5.6163,7.407
41.7430,1.2938,-4.5614,-3.3946,5.831
41.7480,3.1144,-4.1486,-0.9651,5.277
41.7530,4.5096,-3.3142,1.3488,5.757
41.7650,5.0082,-2.1386,3.5563,6.504
41.7660,4.5968,-0.6777,5.1109,6.907
41.7680,3.4262,1.1160,5.7815,6.812
41.7710,2.0535,2.8601,5.9224,6.890
41.7760,0.8272,4.3136,5.7994,7.275
41.8050,-0.3928,5.6155,5.7184,8.024
41.8060,-1.4450,6.6564,5.6515,8.851
41.8060,-2.0473,7.2267,5.4678,9.290
41.8060,-2.0046,7.0281,5.0442,8.880
41.8070,-1.1759,5.7410,4.7686,7.555
41.8070,-0.0421,4.0917,4.8601,6.353
41.8090,1.1927,2.4406,5.2849,5.942
41.8150,2.4988,0.7314,5.8240,6.379
41.8210,3.8824,-1.0482,6.2525,7.434
41.8230,5.1332,-2.7775,6.4563,8.703
41.8280,6.2819,-4.4448,6.6369,10.162
41.8330,7.3098,-5.9499,6.7735,11.607
41.8370,8.2074,-7.2309,6.7691,12.863
41.8420,8.9862,-8.1560,6.5832,13.806
41.8480,9.3294,-8.5649,6.0273,14.026
41.8520,8.7664,-8.1632,4.9792,12.972
41.8570,7.3436,-6.7498,3.6800,10.632
41.8650,5.9629,-5.4191,2.2473,8.365
41.8680,4.8802,-4.2883,0.3603,6.507
41.8710,3.9068,-3.0776,-0.4779,4.996
41.8760,3.1100,-1.6857,-0.6194,3.591
41.9210,2.3946,-0.3126,-0.3042,2.434
41.9220,1.8381,0.7402,0.0089,1.982
41.9220,1.3843,1.5161,0.1240,2.057
41.9220,1.0561,2.0823,0.1999,2.343
41.9220,0.7276,2.4656,0.3211,2.591
41.9230,0.2448,2.7643,0.4323,2.809
41.9230,-0.2335,2.9742,0.5286,3.030
41.9230,-0.5365,2.9856,0.6551,3.103
41.9240,-0.7832,2.9761,0.7404,3.165
41.9250,-1.0881,2.9456,0.8520,3.254
41.9310,-1.4192,2.9016,0.9387,3.364
41.9330,-1.7595,2.7967,0.9958,3.451
41.9400,-1.9860,2.5787,1.0793,3.429
41.9430,-2.0415,2.2264,1.1463,3.231
41.9490,-1.9089,1.7401,1.2312,2.861
41.9520,-1.7297,1.1199,1.3269,2.451
41.9560,-1.6146,0.5831,1.3524,2.185
41.9630,-1.6091,0.1416,1.2670,2.053
41.9690,-1.6054,-0.2859,1.2327,2.044
41.9710,-1.6301,-0.6804,1.2389,2.158
41.9750,-1.7144,-1.0179,1.2607,2.359
42.0180,-1.7313,-1.3342,1.2918,2.539
42.0180,-1.7556,-1.5362,1.3691,2.705
42.0180,-1.8208,-1.6120,1.5201,2.868
42.0190,-1.9600,-1.6042,1.6714,3.035
42.0190,-2.0869,-1.4939,1.8365,3.156
42.0190,-2.2418,-1.2973,1.9803,3.260
42.0190,-2.3863,-0.9856,2.1306,3.347
42.0190,-2.4700,-0.6231,2.2770,3.417
42.0200,-2.4399,-0.3170,2.4136,3.447
42.0240,-2.3396,-0.0411,2.6599,3.543
42.0290,-2.3149,0.2526,2.7812,3.627
42.0330,-2.2705,0.5113,2.8803,3.703
42.0380,-2.1898,0.7089,2.9378,3.732
42.0410,-2.1208,0.8262,3.0733,3.824
42.0460,-2.0827,0.9492,3.2053,3.939
42.0510,-2.0488,1.0449,3.3982,4.103
42.0550,-2.0306,1.1490,3.5612,4.257
42.0600,-1.9465,1.1879,3.6445,4.299
42.0650,-1.8105,1.1639,3.6861,4.269
42.0700,-1.6037,1.0509,3.7626,4.223
42.0750,-1.4005,0.8990,3.7684,4.120
42.0810,-1.3063,0.8109,3.7365,4.040
42.0840,-1.3544,0.7097,3.5430,3.859
42.0890,-1.4084,0.5718,3.3062,3.639
42.0950,-1.4367,0.4593,3.1031,3.450
42.1260,-1.4443,0.2955,2.8876,3.242
42.1270,-1.3071,0.0731,2.6543,2.960
42.1270,-1.2125,-0.0987,2.4910,2.772
42.1280,-1.1083,-0.2181,2.3491,2.607
42.1280,-1.0714,-0.2595,2.1901,2.452
42.1280,-1.1111,-0.2827,2.1217,2.412
42.1290,-1.1414,-0.3026,1.9642,2.292
42.1320,-1.1859,-0.3000,1.8084,2.183
42.1360,-1.2229,-0.2677,1.6516,2.072
42.1410,-1.2093,-0.2537,1.4362,1.895
42.1450,-1.1618,-0.2390,1.2237,1.704
42.1500,-1.0641,-0.3025,0.9949,1.488
42.1550,-0.9402,-0.3988,0.7727,1.281
42.1590,-0.8621,-0.5065,0.5496,1.141
42.1650,-0.7726,-0.6662,0.3422,1.076
42.1690,-0.6218,-0.8445,0.2031,1.068
42.1810,-0.4843,-1.0174,0.0244,1.127
42.1820,-0.3530,-1.2160,-0.1233,1.272
42.1840,-0.3215,-1.4474,-0.2976,1.512
42.1890,-0.2106,-1.5776,-0.4730,1.660
42.1940,-0.1641,-1.7217,-0.6666,1.853
42.2240,-0.2560,-1.7335,-1.1020,2.070
42.2240,-0.4763,-1.6968,-1.5391,2.340
42.2240,-0.6469,-1.8071,-2.1164,2.857
42.2250,-0.8436,-1.8610,-2.9253,3.568
42.2250,-1.0726,-1.9186,-4.3404,4.865
42.2250,-1.2745,-1.9114,-7.8543,8.183
42.2280,-1.4930,-1.7627,-11.2742,11.508
42.2340,-1.5347,-1.6190,-12.7355,12.929
42.2370,-1.5575,-1.7626,-13.3959,13.601
42.2420,-1.5659,-1.9193,-13.9584,14.176
42.2450,-1.3341,-2.1551,-15.6914,15.895
42.2520,-0.5200,-2.6828,-17.8477,18.056
42.2550,0.5502,-3.3079,-16.6308,16.966
42.2600,0.9616,-3.7894,-11.8599,12.488
42.2650,0.9096,-4.0588,-7.1107,8.238
42.2700,0.4846,-4.1466,-3.6328,5.534
42.2740,-0.3944,-3.9988,-1.7400,4.379
42.2820,-0.9342,-3.8403,-0.8349,4.039
42.2860,-1.4490,-3.7343,-0.5818,4.048
42.2880,-1.8052,-3.5237,-0.6890,4.019
42.2930,-2.0967,-3.2711,-0.8165,3.970
42.3340,-2.3265,-3.0419,-0.9042,3.935
42.3340,-2.5753,-2.8699,-1.2595,4.056
42.3340,-2.8842,-2.7297,-1.7113,4.324
42.3350,-3.1207,-2.5212,-2.7083,4.840
42.3350,-3.2063,-2.3434,-3.9496,5.601
42.3350,-3.1896,-2.4744,-4.6576,6.164
42.3350,-3.1400,-2.5701,-4.6588,6.178
42.3360,-3.0682,-2.6258,-3.9762,5.667
42.3370,-2.9328,-2.6838,-3.1755,5.088
42.3410,-2.6618,-2.7861,-2.5500,4.621
42.3460,-2.5601,-2.6548,-2.0611,4.225
42.3500,-2.5659,-2.4565,-1.7778,3.972
42.3560,-2.4113,-2.3695,-1.5927,3.737
42.3590,-2.1702,-2.4050,-1.6448,3.633
42.3650,-1.7928,-2.6056,-2.0470,3.767
42.3690,-1.3437,-2.9641,-2.8068,4.298
42.3740,-0.8878,-3.4879,-3.9892,5.373
42.4150,-0.4157,-4.0721,-5.5620,6.906
42.4160,0.0585,-4.6549,-7.1488,8.531
42.4160,0.4929,-5.2344,-8.8565,10.299
42.4160,0.8630,-5.5783,-10.5986,12.008
42.4170,1.3482,-5.9061,-12.8714,14.226
42.4170,1.7773,-5.9693,-14.2156,15.520
42.4170,1.8016,-5.7782,-12.5038,13.892
42.4180,1.2712,-5.1041,-8.9710,10.399
42.4180,0.5951,-4.4943,-5.3720,7.029
42.4220,-0.3489,-3.9679,-2.1388,4.521
42.4270,-1.3337,-3.5190,0.4270,3.787
42.4330,-1.8599,-3.1634,2.0040,4.181
42.4370,-1.9539,-2.8152,2.4369,4.205
42.4400,-1.8467,-2.4510,2.3686,3.877
42.4440,-1.5291,-2.3011,2.2928,3.590
42.4490,-0.8035,-2.4443,2.4471,3.551
42.4540,-0.0525,-2.6589,2.6971,3.788
42.4580,0.8252,-2.9451,2.9725,4.265
42.4650,1.7695,-3.3394,3.2807,5.005
42.4680,2.6950,-3.7365,3.7467,5.938
42.4730,3.6411,-4.1797,4.2010,6.955
42.4780,4.4555,-4.5969,4.6694,7.924
42.5140,5.1024,-4.9235,5.2811,8.841
42.5150,5.8398,-5.2162,5.9522,9.836
42.5150,6.5631,-5.4507,7.0386,11.060
42.5150,7.0319,-5.4321,8.5802,12.352
42.5150,7.4562,-5.2623,9.9702,13.516
42.5160,7.6677,-4.8546,10.7650,14.080
42.5160,7.5382,-4.1148,11.0153,13.968
42.5160,7.0195,-2.9301,10.5698,13.022
42.5220,6.1488,-1.4953,9.2715,11.225
42.5260,5.1475,-0.0825,7.3942,9.010
42.5310,4.2782,1.0697,5.4814,7.035
42.5360,3.5585,1.8418,4.0107,5.669
42.5400,2.9122,2.3175,0.1978,3.727
42.5450,2.0521,2.0563,-5.3145,6.057
42.5500,1.1816,1.7792,-7.9241,8.207
42.5550,0.3124,1.6306,-8.0229,8.193
42.5590,-0.3061,1.3703,-6.7904,6.934
42.5670,-0.6654,1.1551,-5.5139,5.673
42.5690,-1.1279,0.9649,-3.7784,4.060
42.5730,-1.3204,0.9997,-1.5027,2.236
42.5780,-1.3427,1.0945,0.8293,1.921
42.6160,-1.2827,1.1005,2.8545,3.317
42.6160,-1.1103,1.1305,4.6441,4.907
42.6170,-0.7193,1.2465,6.2861,6.449
42.6170,-0.6723,1.5271,7.3106,7.499
42.6170,-1.1097,1.8947,7.5396,7.853
42.6170,-1.4130,2.2083,7.4441,7.892
42.6180,-1.9200,2.5033,7.1595,7.824
42.6180,-2.5689,2.6732,6.8353,7.776
42.6200,-2.9658,2.6785,6.7029,7.804
42.6260,-3.2388,2.7051,6.7453,7.957
42.6310,-3.4058,2.5193,6.8246,8.033
42.6360,-3.4656,2.3284,6.8749,8.043
42.6410,-3.5461,2.1327,6.9388,8.079
42.6430,-3.6548,1.8782,6.9928,8.111
42.6480,-3.5051,1.5130,6.9056,7.891
42.6530,-3.2838,1.0967,6.7353,7.573
42.6570,-2.8240,0.7920,6.4367,7.073
42.6630,-2.3583,0.6651,6.1351,6.606
42.6680,-1.7104,0.8732,5.8645,6.171
42.6720,-1.2470,1.3574,5.7500,6.038
42.6770,-0.8941,1.9545,5.7443,6.133
42.6850,-0.5298,2.4607,5.8694,6.386
42.6880,-0.3121,2.9139,6.0445,6.717
42.6910,-0.1950,3.2805,6.2916,7.098
42.6990,-0.1419,3.6374,6.5174,7.465
42.7040,-0.1233,3.9509,6.7656,7.836
42.7060,-0.1530,4.2669,6.9884,8.190
42.7110,-0.2154,4.5758,7.1509,8.492
42.7430,-0.2975,4.8588,7.2486,8.731
42.7440,-0.3890,5.0779,7.3057,8.906
42.7440,-0.5244,5.2116,7.3091,8.992
42.7440,-0.6028,5.1935,7.2539,8.942
42.7440,-0.6192,5.0209,7.1985,8.798
42.7450,-0.5184,4.7013,7.0661,8.503
42.7450,-0.4035,4.3663,6.7729,8.068
42.7500,-0.2034,3.9339,6.4416,7.551
42.7530,-0.1168,3.5930,5.8373,6.855
42.7580,0.0325,3.1183,4.8887,5.799
42.7640,0.0788,2.6034,3.3507,4.244
42.7680,0.0992,1.9612,1.1805,2.291
42.7720,0.2760,0.9744,-1.5995,1.893
42.7770,0.7859,-0.5059,-5.3246,5.406
42.7830,1.5557,-2.3385,-10.9230,11.278
42.7860,2.8534,-4.7804,-19.9464,20.709
42.7910,3.9184,-7.1318,-26.8271,28.034
42.8230,3.9981,-8.8190,-30.9324,32.413
42.8230,2.9811,-9.2883,-30.5779,32.096
42.8240,1.2570,-8.4315,-26.6846,28.013
42.8240,-0.5662,-6.9241,-21.5370,22.630
42.8240,-1.8961,-5.5401,-15.7578,16.811
42.8240,-2.4745,-4.3171,-10.6332,11.740
42.8250,-2.0610,-3.4671,-6.6209,7.753
42.8300,-0.6501,-2.9796,-3.7557,4.838
42.8350,1.3462,-2.7667,-1.1709,3.292
42.8400,3.2601,-2.4926,1.3180,4.310
42.8430,4.4652,-2.0923,3.5106,6.053
42.8480,4.7157,-1.3165,5.3913,7.283
42.8520,4.2355,-0.1976,6.5956,7.841
42.8570,3.0943,1.2132,6.8829,7.643
42.8610,1.7678,2.5908,6.6748,7.375
42.8670,0.5709,3.7158,6.3344,7.366
42.8720,-0.4527,4.6099,5.9359,7.529
42.8760,-1.1872,5.1499,5.2882,7.476
42.8830,-1.4255,5.1927,4.5896,7.075
42.8860,-1.0447,4.5047,3.9958,6.111
42.8910,-0.3788,3.4204,3.4751,4.891
42.8950,0.5541,2.1496,3.1054,3.817
42.9330,1.5809,0.7562,3.1324,3.589
42.9340,2.5571,-0.6010,3.4638,4.347
42.9340,3.3862,-1.7861,3.9701,5.515
42.9340,4.0486,-2.8145,4.2631,6.518
42.9350,4.6027,-3.7315,4.3059,7.325
42.9350,5.1857,-4.5564,4.3633,8.166
42.9350,5.7677,-5.3678,4.4361,9.042
42.9350,6.2998,-6.0645,4.3999,9.789
42.9400,6.7829,-6.4982,4.2406,10.306
42.9440,6.9695,-6.6470,3.8119,10.358
42.9490,6.8007,-6.3366,2.9751,9.760
42.9520,6.2474,-5.9925,-1.6440,8.812
42.9570,5.1474,-5.4603,-4.9445,8.987
42.9610,3.6685,-3.6973,-4.0459,6.595
42.9660,2.5360,-1.5946,-1.8536,3.523
42.9710,1.7589,0.1041,0.2123,1.775
42.9760,1.1743,1.2777,1.3721,2.212
42.9830,0.7275,2.0991,1.7595,2.834
42.9850,0.3837,2.7027,1.8841,3.317
42.9900,0.0972,3.0933,1.9431,3.654
42.9950,-0.2130,3.3214,1.9530,3.859
43.0330,-0.4709,3.4205,1.8851,3.934
43.0340,-0.7718,3.4075,1.8347,3.946
43.0340,-1.0368,3.3855,1.6751,3.917
43.0340,-1.3424,3.3595,1.4421,3.895
43.0350,-1.6258,3.2199,1.3013,3.835
43.0350,-1.8894,2.9764,1.1544,3.710
43.0350,-2.0609,2.6560,1.0496,3.522
43.0350,-2.0565,2.2325,0.9605,3.184
43.0380,-1.8064,1.6588,1.0019,2.649
43.0430,-1.5359,0.9923,1.1137,2.141
43.0480,-1.3581,0.3474,1.2813,1.899
43.0530,-1.1389,-0.2758,1.4373,1.854
43.0580,-0.9724,-0.8228,1.5837,2.032
43.0610,-0.8776,-1.2553,1.7718,2.342
43.0690,-0.8597,-1.5473,1.9052,2.601
43.0710,-0.9040,-1.7536,1.9942,2.805
43.0760,-0.9600,-1.8336,2.0567,2.918
43.0840,-1.0516,-1.8111,2.1396,2.994
43.0850,-1.2139,-1.7358,2.2601,3.097
43.0910,-1.4203,-1.5859,2.3099,3.141
43.0940,-1.6247,-1.3228,2.3546,3.152
43.1350,-1.8318,-0.9678,2.3794,3.155
43.1350,-1.9552,-0.5519,2.4051,3.148
43.1350,-2.0547,-0.1871,2.3949,3.161
43.1360,-2.1835,0.1838,2.3890,3.242
43.1360,-2.2105,0.4699,2.4273,3.316
43.1360,-2.1674,0.7142,2.7010,3.536
43.1360,-2.0951,1.0147,3.2168,3.971
43.1370,-2.0701,1.2660,3.5423,4.294
43.1390,-2.1709,1.3417,3.7135,4.506
43.1430,-2.2560,1.3569,3.5991,4.459
43.1480,-2.2920,1.2713,3.2201,4.152
43.1530,-2.2550,1.2307,2.9153,3.886
43.1570,-2.1742,1.1873,2.8052,3.742
43.1610,-2.1430,1.2247,2.8867,3.798
43.1650,-2.2352,1.1804,2.9770,3.905
43.1700,-2.1827,0.9731,2.9557,3.801
43.1750,-1.9982,0.7651,2.8045,3.527
43.1790,-1.8997,0.6370,2.6905,3.355
43.1850,-1.7895,0.5235,2.5922,3.193
43.1890,-1.6627,0.4435,2.4782,3.017
43.1940,-1.4451,0.3365,2.3466,2.776
43.2340,-1.2254,0.2144,2.1595,2.492
43.2340,-1.0993,0.0959,1.9815,2.268
43.2340,-1.0451,0.0333,1.7985,2.080
43.2350,-1.0171,0.0289,1.6312,1.923
43.2350,-0.9056,-0.0061,1.5754,1.817
43.2350,-0.7777,-0.0622,1.4124,1.614
43.2350,-0.6650,-0.1015,1.1663,1.346
43.2350,-0.5487,-0.2364,0.9042,1.084
43.2380,-0.5413,-0.3187,0.6165,0.880
43.2430,-0.5519,-0.3962,0.3178,0.750
43.2480,-0.5471,-0.5119,0.0288,0.750
43.2520,-0.5149,-0.6438,-0.2170,0.852
43.2560,-0.4676,-0.7680,-0.4916,1.025
43.2600,-0.4293,-0.9203,-0.7640,1.271
43.2660,-0.3977,-1.1052,-1.0206,1.556
43.2700,-0.3850,-1.2510,-1.3199,1.859
43.2740,-0.3743,-1.4005,-1.6106,2.167
43.2790,-0.3084,-1.5607,-1.9754,2.536
43.2840,-0.2850,-1.7099,-2.4283,2.984
43.2890,-0.2874,-1.8868,-3.1152,3.653
43.2940,-0.3364,-2.0030,-4.0561,4.536
43.3340,-0.4043,-2.1400,-5.2733,5.705
43.3350,-0.5159,-2.2985,-6.4823,6.897
43.3350,-0.6643,-2.3977,-7.3960,7.803
43.3350,-0.9097,-2.3786,-8.0269,8.421
43.3360,-1.1758,-2.3201,-8.2837,8.682
43.3360,-1.4205,-2.2340,-7.9571,8.386
43.3360,-1.5876,-2.2392,-7.6859,8.161
43.3360,-1.7299,-2.3577,-7.6330,8.174
43.3370,-1.6992,-2.5980,-8.4873,9.037
43.3410,-1.5144,-2.7665,-11.1199,11.558
43.3470,-0.8121,-2.9551,-14.9076,15.219
43.3520,0.1683,-3.3442,-15.0624,15.430
43.3590,0.6713,-3.6194,-11.5666,12.138
43.3620,0.6443,-3.6708,-7.5747,8.442
43.3650,0.2278,-3.5818,-4.5501,5.795
43.3710,-0.4259,-3.6100,-2.5529,4.442
43.3750,-1.0473,-3.6385,-1.6212,4.119
43.3790,-1.5441,-3.5541,-1.4607,4.141
43.3850,-1.7798,-3.4801,-1.5724,4.213
43.3890,-1.9914,-3.4414,-1.7739,4.354
43.3940,-2.1782,-3.3715,-1.8653,4.426
43.4010,-2.2892,-3.2996,-1.8906,4.439
43.4040,-2.4012,-3.2878,-1.8204,4.460
43.4080,-2.5269,-3.2645,-1.7843,4.497
43.4130,-2.6429,-3.2173,-1.7593,4.520
43.4560,-2.7688,-3.0672,-1.7319,4.480
43.4560,-2.9284,-2.8184,-1.7754,4.435
43.4570,-3.0402,-2.5995,-1.9002,4.428
43.4570,-3.1344,-2.2784,-2.1678,4.440
43.4570,-3.0932,-1.9955,-2.5246,4.464
43.4580,-2.8561,-1.8194,-2.9155,4.469
43.4580,-2.4612,-1.8719,-3.3380,4.550
43.4580,-1.9374,-2.0690,-3.9770,4.884
43.4580,-1.4021,-2.3584,-4.7873,5.518
43.4620,-0.9008,-2.7020,-5.7001,6.372
43.4650,-0.4268,-3.1095,-6.6385,7.343
43.4710,0.0173,-3.5783,-7.6996,8.491
43.4750,0.4118,-4.0582,-8.9046,9.794
43.4800,0.9218,-4.5006,-11.0741,11.989
43.4850,1.5804,-4.9779,-13.8535,14.805
43.4900,1.9159,-5.3439,-14.2426,15.332
43.4930,1.7186,-5.4231,-11.8450,13.140
43.4980,1.0861,-5.1374,-8.4856,9.979
43.5350,0.3320,-4.8125,-5.2603,7.137
43.5360,-0.5373,-4.6875,-2.4615,5.322
43.5360,-1.4504,-4.6497,-0.3372,4.882
43.5360,-2.2072,-4.6182,0.9623,5.208
43.5370,-2.6107,-4.5748,1.5695,5.496
43.5370,-2.9077,-4.4262,1.8085,5.596
43.5370,-2.7024,-4.4332,2.0889,5.596
43.5370,-2.2748,-4.4402,2.3597,5.519
43.5420,-1.7003,-4.4814,2.6398,5.472
43.5460,-0.9856,-4.5812,2.9603,5.543
43.5510,-0.0676,-4.8333,3.3754,5.896
43.5550,0.8719,-5.0969,3.7420,6.383
43.5600,1.8385,-5.4008,3.9987,6.967
43.5640,2.8810,-5.6617,4.4450,7.753
43.5700,3.8609,-5.8890,4.9933,8.632
43.5760,4.7156,-6.1137,5.5329,9.499
43.5780,5.5873,-6.2897,6.1108,10.398
43.5850,6.4018,-6.4121,6.9226,11.403
43.5890,6.9030,-6.2480,8.0777,12.326
43.5930,7.1926,-5.8519,9.1533,13.029
43.5980,7.3102,-5.2661,10.0857,13.524
43.6350,6.9939,-4.3077,10.7223,13.507
43.6360,6.4446,-3.1746,10.9507,13.097
43.6360,5.7402,-1.8249,10.1338,11.789
43.6370,4.8007,-0.4088,8.2378,9.543
43.6370,3.6664,0.9667,6.2137,7.279
43.6370,2.8253,2.0176,4.5187,5.698
43.6380,2.2740,2.8301,2.7084,4.530
43.6380,1.4256,3.2751,-0.6197,3.625
43.6400,0.7171,3.2039,-3.0385,4.473
43.6450,0.1567,3.0554,-4.1904,5.188
43.6510,-0.4019,3.0840,-4.2310,5.251
43.6540,-0.6955,3.2361,-3.4767,4.800
43.6590,-0.8438,3.1906,-2.5316,4.159
43.6630,-1.0082,3.0713,-1.6195,3.616
43.6680,-1.2668,2.9616,-0.9225,3.351
43.6730,-1.6768,2.7173,-0.4818,3.229
43.6780,-1.6943,2.3812,0.2060,2.930
43.6850,-1.4583,1.9242,1.2649,2.726
43.6890,-1.4607,1.5965,2.0147,2.957
43.6920,-1.2848,1.4502,3.0725,3.632
43.6980,-1.1235,1.4750,4.4452,4.816
43.7330,-0.9328,1.4661,5.4567,5.727
43.7340,-0.8354,1.4188,6.2796,6.492
43.7340,-1.0512,1.5258,7.0692,7.308
43.7340,-1.4580,1.7307,7.4341,7.771
43.7350,-1.6682,1.7526,7.5390,7.918
43.7350,-1.8420,1.7368,7.4608,7.879
43.7350,-2.0351,1.7746,7.3703,7.849
43.7360,-2.2767,1.9079,7.3522,7.930
43.7400,-2.5598,1.9984,7.2384,7.934
43.7450,-2.8347,2.0667,7.1313,7.947
43.7530,-2.9436,1.9602,6.9539,7.802
43.7530,-2.8558,1.8491,6.4507,7.293
43.7580,-2.4386,1.8243,5.6238,6.395
43.7690,-1.8667,2.0116,4.7052,5.447
43.7700,-1.2318,2.2739,4.1637,4.901
43.7730,-0.6701,2.4506,4.1724,4.885
43.7770,0.0519,2.6418,4.6520,5.350
43.7850,0.6278,2.7824,5.3516,6.064
43.7870,0.9769,2.9675,6.0882,6.843
43.8330,1.1777,3.2069,6.6889,7.511
43.8340,1.2082,3.5124,7.1957,8.098
43.8340,1.0948,3.8700,7.5314,8.538
43.8340,0.8851,4.2731,7.6831,8.836
43.8350,0.5953,4.6861,7.6517,8.992
43.8350,0.2870,5.0402,7.4650,9.012
43.8350,0.0138,5.2834,7.1280,8.873
43.8360,-0.1590,5.3775,6.7446,8.627
43.8360,-0.1910,5.2967,6.2904,8.226
43.8360,-0.1065,5.0575,5.7012,7.622
43.8400,0.0957,4.6862,4.9908,6.847
43.8450,0.3329,4.2352,4.0720,5.885
43.8500,0.5820,3.7181,2.9903,4.807
43.8540,0.7960,3.1060,1.7223,3.640
43.8580,1.0157,2.3790,0.3036,2.605
43.8630,1.1701,1.5057,-1.1860,2.246
43.8670,1.2150,0.5863,-2.6957,3.014
43.8720,1.2568,-0.4472,-4.4324,4.629
43.8770,1.3647,-1.6285,-6.7378,7.065
43.8850,1.5189,-2.8971,-9.4038,9.957
43.8870,1.7155,-4.1994,-12.4374,13.239
43.8910,1.8474,-5.2943,-14.5525,15.595
43.8960,1.8512,-6.0947,-16.2550,17.458
43.9350,1.6290,-6.5131,-17.4562,18.703
43.9350,0.8368,-6.4376,-17.7591,18.908
43.9360,-0.1725,-5.7833,-17.1809,18.129
43.9360,-1.1124,-4.8585,-15.5431,16.323
43.9360,-1.7047,-3.9762,-12.9861,13.688
43.9370,-1.9161,-3.3492,-10.1151,10.826
43.9370,-1.5518,-3.0216,-7.1523,7.918
43.9370,-0.7782,-2.8565,-4.4484,5.344
43.9380,0.2003,-2.6249,-2.4620,3.604
43.9430,1.1222,-2.1625,-1.0479,2.652
43.9490,1.7341,-1.3507,0.0686,2.199
43.9560,1.8484,-0.3067,0.9311,2.092
43.9570,1.5890,0.7570,1.4113,2.256
43.9630,1.0535,1.7933,1.6342,2.645
43.9680,0.4135,2.6905,1.8043,3.266
43.9720,-0.1100,3.3292,1.9901,3.880
43.9760,-0.4757,3.6716,2.1307,4.272
43.9810,-0.4471,3.5957,2.2324,4.256
